cbb_code,size,cbb_name,category,sub_type,status,version,specification,unit,price,supplier,image_front_url,image_back_url,usage_count,created_at,updated_at
03.04.02,,羽绒棉,PAD,填充棉,ACTIVE,1,,,1.0,博凯,./data/images/module_images/BK/03.04.02_front.png,,,,
03.11.01,内直径25MM,内径2.5cm内置车缝扣黑色,PARTS,塑料扣具,ACTIVE,1,,枚,0.1,博凯,./data/images/module_images/BK/03.11.01_front.png,,,,
03.11.02,内直径25MM,内径2.5cm内置车缝扣灰色,PARTS,塑料扣具,ACTIVE,1,,枚,0.12,博凯,./data/images/module_images/BK/03.11.02_front.png,,,,
03.11.03,内直径58MM,5cm车缝扣黑色,PARTS,塑料扣具,ACTIVE,1,,枚,0.35,博凯,./data/images/module_images/BK/03.11.03_front.png,,,,
03.11.04,内直径58MM,5cm车缝扣灰色,PARTS,塑料扣具,ACTIVE,1,,枚,0.4,博凯,./data/images/module_images/BK/03.11.04_front.png,,,,
03.11.05,内直径51MM,50MM口字扣黑色,PARTS,塑料扣具,ACTIVE,1,,枚,0.3,博凯,./data/images/module_images/BK/03.11.05_front.png,,,,
03.11.06,内直径51MM,50MM口字扣灰色,PARTS,塑料扣具,ACTIVE,1,,枚,0.35,博凯,./data/images/module_images/BK/03.11.06_front.png,,,,
03.11.07,内直径38MM,38MM口字扣黑色,PARTS,塑料扣具,ACTIVE,1,,枚,0.07,博凯,./data/images/module_images/BK/03.11.07_front.png,,,,
03.11.08,内直径38MM,38MM口字扣灰色,PARTS,塑料扣具,ACTIVE,1,,枚,0.1,博凯,./data/images/module_images/BK/03.11.08_front.png,,,,
03.11.09,,4#旋纽扣黑色,PARTS,塑料扣具,ACTIVE,1,,套,4.0,博凯,,,,,
03.11.10,,1.8*3.5cm边扣黑色,PARTS,塑料扣具,ACTIVE,1,,,1.0,博凯,,,,,
03.11.11,,0.8mm旋钮钢丝绳黑色,PARTS,塑料扣具,ACTIVE,1,,,1.0,博凯,,,,,
03.12.01,内直径20MM,2.3cm金属口字扣灰色带牙齿,PARTS,金属扣具,ACTIVE,1,,枚,0.18,博凯,./data/images/module_images/BK/03.12.01_front.png,,,,
03.12.02,10*12mm,T面铆钉,PARTS,金属扣具,ACTIVE,1,,套,0.13,博凯,./data/images/module_images/BK/03.12.02_front.png,,,,
03.13.01,50MM/10MM/2MM,10*50mm SERUNA蓝白色滴塑标,APPEARANCE,PVC滴塑标,ACTIVE,1,PANTONE 3591C,枚,0.15,博凯,,./data/images/module_images/BK/03.13.01_reverse.png,,,
03.13.02,50mm×16mm,16*50MM TMT-RECOVERY灰橙白色滴塑标,APPEARANCE,PVC滴塑标,ACTIVE,1,"①白色
②橙色PANTONE 6020C
③灰色PANTONE 4279C",枚,0.2,博凯,,./data/images/module_images/BK/03.13.02_reverse.png,,,
03.13.03,50mm*12mm,12*50mm JAFFICK黑白色滴塑标,APPEARANCE,PVC滴塑标,ACTIVE,1,黑白,枚,0.15,博凯,,./data/images/module_images/BK/03.13.03_reverse.png,,,
03.13.04,,SERKURA粉白色滴塑标左,APPEARANCE,PVC滴塑标,ACTIVE,1,,枚,0.32,博凯,,./data/images/module_images/BK/03.13.04_reverse.png,,,
03.13.05,,SERKURA粉白色滴塑标右,APPEARANCE,PVC滴塑标,ACTIVE,1,,枚,0.32,博凯,,./data/images/module_images/BK/03.13.05_reverse.png,,,
03.13.06,50mm×10mm,10*50mm TMT RECO蓝白色滴塑标,APPEARANCE,PVC滴塑标,ACTIVE,1,"PANTONE 3591C
白色",枚,0.15,博凯,,./data/images/module_images/BK/03.13.06_reverse.png,,,
"03.14.01（左）
03.14.02（右）",65MM/11.5MM,11.5*65mm SERUNA硅胶烫标左手蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.25,博凯,,,,,
"03.14.03（左）
03.14.04（右）",22MM/40.3MM,"21.8*40mm SERUNA硅胶烫标左手蓝色
21.8*40mm SERUNA硅胶烫标右手蓝色",APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.25,博凯,,,,,
03.14.05,,31.46*77.02mm SERUNA硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.5,博凯,,./data/images/module_images/BK/03.14.05_reverse.png,,,
03.14.06,11.85*60mm,11.85*60mm  SERUNA硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,,枚,0.4,博凯,,./data/images/module_images/BK/03.14.06_reverse.png,,,
"03.14.07（左）
03.14.08（右）",45.8MM/95MM,"45.8*95mm  富士山硅胶烫标蓝色左脚
45.8*95mm  富士山硅胶烫标蓝色右脚",APPEARANCE,硅胶转烫标,ACTIVE,1,seruna品牌蓝,枚,1.0,博凯,,,,,
03.14.09,30mm×9mm,9*30MM T-comb橙白色硅胶烫标,APPEARANCE,硅胶转烫标,ACTIVE,1,"①白色
②PANTONE 6020C",枚,0.22,博凯,,./data/images/module_images/BK/03.14.09_reverse.png,,,
03.14.10,24*32mm,24*32mm seruna+圆形富士山硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,,枚,0.3,博凯,,./data/images/module_images/BK/03.14.10_reverse.png,,,
03.14.11,85mm*38mm,护踝斜角折弯硅胶烫标蓝色M码,APPEARANCE,硅胶转烫标,ACTIVE,1,,套,1.5,博凯,,./data/images/module_images/BK/03.14.11_reverse.png,,,
03.14.12,95.7mm*37.2mm,护踝斜角折弯硅胶烫标蓝色L码,APPEARANCE,硅胶转烫标,ACTIVE,1,,套,1.5,博凯,,./data/images/module_images/BK/03.14.12_reverse.png,,,
03.14.13,104.4mm*35.5mm,护踝斜角折弯硅胶烫标蓝色XL码,APPEARANCE,硅胶转烫标,ACTIVE,1,,套,1.5,博凯,,./data/images/module_images/BK/03.14.13_reverse.png,,,
03.14.14,112.7mm*36.4mm,护踝斜角折弯硅胶烫标蓝色XXL码,APPEARANCE,硅胶转烫标,ACTIVE,1,,套,1.5,博凯,,./data/images/module_images/BK/03.14.14_reverse.png,,,
03.14.15,31MM/86.6MM,31.1*86.6mm seruna T-comb硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.6,博凯,,./data/images/module_images/BK/03.14.15_reverse.png,,,
03.14.16,15mm×20mm,20*26.7mm TMT硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.2,博凯,,./data/images/module_images/BK/03.14.16_reverse.png,,,
03.14.17,28.4mm×50mm,50*28.4mm TMT-reco硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,"PANTONE 3591C
白色",枚,0.35,博凯,,./data/images/module_images/BK/03.14.17_reverse.png,,,
03.14.18,,护踝圆弧折弯硅胶烫标蓝色M码,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3592C,套,2.0,博凯,,./data/images/module_images/BK/03.14.18_reverse.png,,,
03.14.19,,护踝圆弧折弯硅胶烫标蓝色L码,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3592C,套,2.0,博凯,,./data/images/module_images/BK/03.14.19_reverse.png,,,
03.14.20,,护踝圆弧折弯硅胶烫标蓝色XL码,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3592C,套,2.0,博凯,,./data/images/module_images/BK/03.14.20_reverse.png,,,
03.14.21,,护踝圆弧折弯硅胶烫标蓝色XXL码,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3592C,套,2.0,博凯,,./data/images/module_images/BK/03.14.21_reverse.png,,,
03.14.22,100.8*74.7mm,硅胶烫标蓝色左手,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3591C,枚,0.6,博凯,,./data/images/module_images/BK/03.14.22_reverse.png,,,
03.14.23,100.8*74.7mm,硅胶烫标蓝色右手,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3592C,枚,0.6,博凯,,./data/images/module_images/BK/03.14.23_reverse.png,,,
03.14.24,39*6.5mm,TMTRECO硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3593C,枚,0.2,博凯,,./data/images/module_images/BK/03.14.24_reverse.png,,,
03.14.25,49*28mm,硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,PANTONE 3594C,枚,0.25,博凯,,./data/images/module_images/BK/03.14.25_reverse.png,,,
03.14.26,11.8*5cm,seruna硅胶烫标蓝色,APPEARANCE,硅胶转烫标,ACTIVE,1,,对,1.4,博凯,,./data/images/module_images/BK/03.14.26_reverse.png,,,
03.15.01,,seruna烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.03,博凯,,./data/images/module_images/BK/03.15.01_reverse.png,,,
03.15.02,,左手L码烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.02,博凯,,./data/images/module_images/BK/03.15.02_reverse.png,,,
03.15.03,,右手R码烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.02,博凯,,./data/images/module_images/BK/03.15.03_reverse.png,,,
03.15.04,,拇指左手富士山烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.28,博凯,,./data/images/module_images/BK/03.15.04_reverse.png,,,
03.15.05,,拇指右手富士山烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.28,博凯,,./data/images/module_images/BK/03.15.05_reverse.png,,,
03.15.06,,拇指富士山logo烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.17,博凯,,./data/images/module_images/BK/03.15.06_reverse.png,,,
03.15.07,19mm*6.5mm,TMT烫标白色,APPEARANCE,油墨转烫标,ACTIVE,1,白色,枚,0.1,博凯,,./data/images/module_images/BK/03.15.07_reverse.png,,,
03.16.01,7.3MM/37MM,7.3*37mm SERUNA反光烫标,APPEARANCE,反光转烫标,ACTIVE,1,3M反光,枚,0.35,博凯,,./data/images/module_images/BK/03.16.01_reverse.png,,,
03.16.02,19.2MM/9.5MM,9.5*19.2mm 富士山反光烫标,APPEARANCE,反光转烫标,ACTIVE,1,3M反光,枚,0.25,博凯,,./data/images/module_images/BK/03.16.02_reverse.png,,,
03.16.03（左）,15.3*65.2mm,15.3*65.2mm T-comb平面反光标左手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.42,博凯,,,,,
03.16.04（右）,15.3*65.2mm,15.3*65.2mm T-comb平面反光标右手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.42,博凯,,,,,
03.16.05,35.2mm*5.5mm,5.5*35.2mm JAFFICK字母反光标,APPEARANCE,反光转烫标,ACTIVE,1,灰色,枚,0.35,博凯,,./data/images/module_images/BK/03.16.05_reverse.png,,,
03.16.08,4*170mm,4*170mmJAFFICK反光烫标,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.4,博凯,,./data/images/module_images/BK/03.16.08_reverse.png,,,
03.16.09,21.429*30mm,21.429*30mm三线反光烫标左,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.25,博凯,,./data/images/module_images/BK/03.16.09_reverse.png,,,
03.16.10,21.429*30mm,21.429*30mm三线反光烫标右,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.25,博凯,,./data/images/module_images/BK/03.16.10_reverse.png,,,
03.16.11,6.5*4.94cm,6.5*4.94cmJAFFICK J型反光标,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,1.0,博凯,,./data/images/module_images/BK/03.16.11_reverse.png,,,
03.16.12,19.3*2.68cm,19.3*2.68cmJAFFICK反光标,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,2.0,博凯,,./data/images/module_images/BK/03.16.12_reverse.png,,,
03.16.13,8.87*4.13cm,8.87*4.13cmJAFFICK拇指护腕反光标左手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,1.7,博凯,,./data/images/module_images/BK/03.16.13_reverse.png,,,
03.16.14,8.87*4.13cm,8.87*4.13cmJAFFICK拇指护腕反光标右手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,1.7,博凯,,./data/images/module_images/BK/03.16.14_reverse.png,,,
03.16.15,,JAFFICK均码反光标左手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.3,博凯,,./data/images/module_images/BK/03.16.15_reverse.jpg,,,
03.16.16,,JAFFICK均码反光标右手,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.3,博凯,,./data/images/module_images/BK/03.16.16_reverse.jpg,,,
03.16.17,1.07*1.5cm,1.07*1.5cm三线半圆反光标,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,0.2,博凯,,./data/images/module_images/BK/03.16.17_reverse.png,,,
03.16.18,1.64*2.84mm,16.4*2.84cmJAFFICK反光标,APPEARANCE,反光转烫标,ACTIVE,1,银色,枚,2.0,博凯,,./data/images/module_images/BK/03.16.18_reverse.png,,,
03.17.01,39mm×6.5mm,TMT-RECO发泡转烫标白色,APPEARANCE,发泡类转烫标,ACTIVE,1,①白色,枚,0.2,博凯,,./data/images/module_images/BK/03.17.01_reverse.png,,,
03.17.02,10.7mm*15mm,10.7*15mm 三线发泡烫标白色,APPEARANCE,发泡类转烫标,ACTIVE,1,白色,枚,0.2,博凯,,./data/images/module_images/BK/03.17.02_reverse.png,,,
03.17.03,12*180mm,12*180mm 连续小富士山发泡烫标蓝色,APPEARANCE,发泡类转烫标,ACTIVE,1,,套,0.8,博凯,,./data/images/module_images/BK/03.17.03_reverse.png,,,
03.17.04,19*60.4mm,19*60.4mm 富士山发泡烫标蓝色,APPEARANCE,发泡类转烫标,ACTIVE,1,蓝色,,1.0,博凯,,./data/images/module_images/BK/03.17.04_reverse.png,,,
03.17.05,12.2*30mm,12.2*30mm 富士山发泡烫标白色,APPEARANCE,发泡类转烫标,ACTIVE,1,白色,枚,0.14,博凯,,./data/images/module_images/BK/03.17.05_reverse.png,,,
03.17.06,8.2*41.4mm,8.2*41.4mm SERUNA字母发泡烫标黑色,APPEARANCE,发泡类转烫标,ACTIVE,1,黑色,枚,0.16,博凯,,./data/images/module_images/BK/03.17.06_reverse.png,,,
03.17.11,32.8*4.2mm,32.8*4.2mmSERUNA白蓝色发泡烫标,APPEARANCE,发泡类转烫标,ACTIVE,1,"蓝色
白色",枚,0.18,博凯,,./data/images/module_images/BK/03.17.11_reverse.png,,,
03.17.12,18.2*4.7mm,18.2*4.7mm山波纹发泡烫标白色,APPEARANCE,发泡类转烫标,ACTIVE,1,白色,枚,0.08,博凯,,./data/images/module_images/BK/03.17.12_reverse.png,,,
03.18.01,40mm*6.25mm,6.24*40mm JAFFICK三色转烫标,APPEARANCE,数码转烫标,ACTIVE,1,白色,枚,0.14,博凯,,./data/images/module_images/BK/03.18.01_reverse.png,,,
03.18.02,25mm*18mm,18.05*25mm三色跑道转烫标,APPEARANCE,数码转烫标,ACTIVE,1,黑灰,枚,0.14,博凯,,./data/images/module_images/BK/03.18.02_reverse.png,,,
03.18.03,40mm*55.4mm,40*55.34mm三色跑道转烫标,APPEARANCE,数码转烫标,ACTIVE,1,黑灰,枚,1.3,博凯,,./data/images/module_images/BK/03.18.03_reverse.png,,,
03.18.04,28.7mm*40.36mm,28.7*40.36mm三色半圆跑道转烫标,APPEARANCE,数码转烫标,ACTIVE,1,黑灰,枚,0.85,博凯,,./data/images/module_images/BK/03.18.04_reverse.png,,,
03.18.05,,樱花数码烫标S码,APPEARANCE,数码转烫标,ACTIVE,1,,枚,1.0,博凯,,./data/images/module_images/BK/03.18.05_reverse.png,,,
03.18.06,,樱花数码烫标M码,APPEARANCE,数码转烫标,ACTIVE,1,,枚,1.0,博凯,,./data/images/module_images/BK/03.18.06_reverse.png,,,
03.18.07,,樱花数码烫标L码,APPEARANCE,数码转烫标,ACTIVE,1,,枚,1.0,博凯,,./data/images/module_images/BK/03.18.07_reverse.png,,,
03.18.08,,樱花数码烫标,APPEARANCE,数码转烫标,ACTIVE,1,,枚,0.5,博凯,,./data/images/module_images/BK/03.18.08_reverse.png,,,
03.18.09,,TFCC护腕烫标蓝白,APPEARANCE,数码转烫标,ACTIVE,1,,套,4.5,博凯,,./data/images/module_images/BK/03.18.09_reverse.png,,,
03.18.10,,TFCC护腕烫标蓝黑,APPEARANCE,数码转烫标,ACTIVE,1,,,1.0,博凯,,./data/images/module_images/BK/03.18.10_reverse.png,,,
03.19.01,20mm×6.815mm,网球护腕丝网印刷,APPEARANCE,丝网印标,ACTIVE,1,①白色,套,2.0,博凯,,./data/images/module_images/BK/03.19.01_reverse.png,,,
03.19.02,16.1*40mm,16.1*40mm 富士山丝印黑色,APPEARANCE,丝网印标,ACTIVE,1,富士山丝印黑色,枚,0.5,博凯,./data/images/module_images/BK/03.19.02_front.png,./data/images/module_images/BK/03.19.02_reverse.png,,,
03.19.03,16.1*40mm,16.1*40mm 富士山丝印灰色,APPEARANCE,丝网印标,ACTIVE,1,富士山丝印灰色,枚,0.5,博凯,./data/images/module_images/BK/03.19.03_front.png,./data/images/module_images/BK/03.19.03_reverse.png,,,
03.19.04,75*40mm,75*40mm seruna丝印黑色,APPEARANCE,丝网印标,ACTIVE,1,seruna丝印黑色,枚,0.6,博凯,./data/images/module_images/BK/03.19.04_front.png,./data/images/module_images/BK/03.19.04_reverse.png,,,
03.19.05,75*40mm,75*40mm seruna丝印灰色,APPEARANCE,丝网印标,ACTIVE,1,seruna丝印灰色,枚,0.6,博凯,./data/images/module_images/BK/03.19.05_front.png,./data/images/module_images/BK/03.19.05_reverse.png,,,
03.19.06,20.745*16.5mm,20.745*16.5mm 二级防护丝印黑色,APPEARANCE,丝网印标,ACTIVE,1,二级防护丝印黑色,枚,0.5,博凯,./data/images/module_images/BK/03.19.06_front.png,./data/images/module_images/BK/03.19.06_reverse.png,,,
03.19.07,20.745*16.5mm,20.745*16.5mm 二级防护丝印蓝灰色,APPEARANCE,丝网印标,ACTIVE,1,二级防护丝印蓝灰色,枚,0.5,博凯,./data/images/module_images/BK/03.19.07_front.png,./data/images/module_images/BK/03.19.07_reverse.png,,,
03.19.08,30*23mm,30*23mm seruna+富士山丝印灰色,APPEARANCE,丝网印标,ACTIVE,1,seruna+富士山丝印灰色,枚,0.5,博凯,./data/images/module_images/BK/03.19.08_front.png,./data/images/module_images/BK/03.19.08_reverse.png,,,
03.19.09,50mm*40mm,7*40mm TMT reco 丝印黑色,APPEARANCE,丝网印标,ACTIVE,1,麂皮,枚,0.5,博凯,./data/images/module_images/BK/03.19.09_front.png,./data/images/module_images/BK/03.19.09_reverse.png,,,
03.19.11,,富士山足底丝印蓝灰色,APPEARANCE,丝网印标,ACTIVE,1,,枚,0.5,博凯,,./data/images/module_images/BK/03.19.11_reverse.png,,,
03.20.01,,1*2.5尺码标 XS码,APPEARANCE,尺码标,ACTIVE,1,,*2.5尺码标 XS码,1.0,博凯,,,,,
03.20.02,,1*2.5尺码标 S码,APPEARANCE,尺码标,ACTIVE,1,,*2.5尺码标 S码,1.0,博凯,,,,,
03.20.03,,1*2.5尺码标 M码,APPEARANCE,尺码标,ACTIVE,1,,*2.5尺码标 M码,1.0,博凯,,,,,
03.20.04,,1*2.5尺码标 L码,APPEARANCE,尺码标,ACTIVE,1,,*2.5尺码标 L码,1.0,博凯,,,,,
03.20.05,,1*2.6尺码标 XL码,APPEARANCE,尺码标,ACTIVE,1,,*2.6尺码标 XL码,1.0,博凯,,,,,
03.20.06,,1*2.7尺码标 XXL码,APPEARANCE,尺码标,ACTIVE,1,,*2.7尺码标 XXL码,1.0,博凯,,,,,
03.20.07,,1*2.7尺码标 均码,APPEARANCE,尺码标,ACTIVE,1,,*2.7尺码标 均码,1.0,博凯,,,,,
03.20.08,,1*2.6尺码标 左,APPEARANCE,尺码标,ACTIVE,1,,*2.6尺码标 左,1.0,博凯,,,,,
03.20.09,,1*2.6尺码标 右,APPEARANCE,尺码标,ACTIVE,1,,*2.6尺码标 右,1.0,博凯,,,,,
